"","country","region","indicator","category","sex","year","violence_rate"
"356","France","Europe","Violent offences","Serious assault","Total",2018,466.271345158503
"357","United Kingdom (England and Wales)","Europe","Violent offences","Serious assault","Total",2018,925.403896612495
"358","United Kingdom (Northern Ireland)","Europe","Violent offences","Serious assault","Total",2018,56.0680809995105
"359","United Kingdom (Scotland)","Europe","Violent offences","Serious assault","Total",2018,74.4561519648407
"360","Georgia","Asia","Violent offences","Serious assault","Total",2018,4.90413736886403
"361","Ghana","Africa","Violent offences","Serious assault","Total",2018,187.271783569379
"362","Greece","Europe","Violent offences","Serious assault","Total",2018,14.9248523807961
"363","Grenada","Americas","Violent offences","Serious assault","Total",2018,372.6259459282
"364","Guatemala","Americas","Violent offences","Serious assault","Total",2018,129.458588444417
"365","Guyana","Americas","Violent offences","Serious assault","Total",2018,66.7079135445072
"366","China, Hong Kong Special Administrative Region","Asia","Violent offences","Serious assault","Total",2018,64.0909543537406
"367","Honduras","Americas","Violent offences","Serious assault","Total",2018,23.7009655003395
"368","Croatia","Europe","Violent offences","Serious assault","Total",2018,17.6181382699373
"369","Haiti","Americas","Violent offences","Serious assault","Total",2018,11.6050775755849
"370","Indonesia","Asia","Violent offences","Serious assault","Total",2018,4.19033672405376
"371","Ireland","Europe","Violent offences","Serious assault","Total",2018,94.0323387679447
"372","Iraq (Central Iraq)","Asia","Violent offences","Serious assault","Total",2018,0.0121896997646474
"373","Iceland","Europe","Violent offences","Serious assault","Total",2018,34.5661942620118
"374","Israel","Asia","Violent offences","Serious assault","Total",2018,73.6594633963079
"375","Italy","Europe","Violent offences","Serious assault","Total",2018,110.828077345877
"376","Jamaica","Americas","Violent offences","Serious assault","Total",2018,103.811212251074
"377","Jordan","Asia","Violent offences","Serious assault","Total",2018,7.09378112492072
"378","Kenya","Africa","Violent offences","Serious assault","Total",2018,35.056740190799
"379","Kyrgyzstan","Asia","Violent offences","Serious assault","Total",2018,0.948020364762887
"380","Saint Kitts and Nevis","Americas","Violent offences","Serious assault","Total",2018,311.970017378196
"381","Republic of Korea","Asia","Violent offences","Serious assault","Total",2018,102.302963219543
"382","Saint Lucia","Americas","Violent offences","Serious assault","Total",2018,580.702464472027
"383","Liechtenstein","Europe","Violent offences","Serious assault","Total",2018,206.909195673241
"384","Sri Lanka","Asia","Violent offences","Serious assault","Total",2018,13.386955294798
"385","Lithuania","Europe","Violent offences","Serious assault","Total",2018,6.43225892588925
"386","Luxembourg","Europe","Violent offences","Serious assault","Total",2018,100.507802925748
"387","Latvia","Europe","Violent offences","Serious assault","Total",2018,33.3741296765757
"388","China, Macao Special Administrative Region","Asia","Violent offences","Serious assault","Total",2018,1.07528368287734
"389","Morocco","Africa","Violent offences","Serious assault","Total",2018,309.86839027062
"390","Republic of Moldova","Europe","Violent offences","Serious assault","Total",2018,6.5566736912195
"391","Mexico","Americas","Violent offences","Serious assault","Total",2018,37.9546280076335
"392","Malta","Europe","Violent offences","Serious assault","Total",2018,37.2264466441274
"393","Myanmar","Asia","Violent offences","Serious assault","Total",2018,8.88618607058434
"394","Montenegro","Europe","Violent offences","Serious assault","Total",2018,24.2297742751061
"395","Mongolia","Asia","Violent offences","Serious assault","Total",2018,10.3034427089078
"396","Namibia","Africa","Violent offences","Serious assault","Total",2018,452.803177146097
"397","Nicaragua","Americas","Violent offences","Serious assault","Total",2018,15.0177268517413
"398","Netherlands (Kingdom of the)","Europe","Violent offences","Serious assault","Total",2018,26.4953639187407
"399","Norway","Europe","Violent offences","Serious assault","Total",2018,37.0459610866815
"400","New Zealand","Oceania","Violent offences","Serious assault","Total",2018,524.105895059776
"401","Oman","Asia","Violent offences","Serious assault","Total",2018,1.06494953334563
"402","Pakistan","Asia","Violent offences","Serious assault","Total",2018,12.0792887755546
"403","Panama","Americas","Violent offences","Serious assault","Total",2018,102.370683187464
"404","Peru","Americas","Violent offences","Serious assault","Total",2018,17.2618608453673
"405","Philippines","Asia","Violent offences","Serious assault","Total",2018,1.0942366555353
"406","Poland","Europe","Violent offences","Serious assault","Total",2018,17.1592678854281
"407","Puerto Rico","Americas","Violent offences","Serious assault","Total",2018,99.3592263838815
"408","Portugal","Europe","Violent offences","Serious assault","Total",2018,5.62691238489247
"409","Paraguay","Americas","Violent offences","Serious assault","Total",2018,9.125718883161
"410","State of Palestine","Asia","Violent offences","Serious assault","Total",2018,15.919103486034
"411","Romania","Europe","Violent offences","Serious assault","Total",2018,1.28526949066555
"412","Russian Federation","Europe","Violent offences","Serious assault","Total",2018,15.154584624356
"413","Saudi Arabia","Asia","Violent offences","Serious assault","Total",2018,26.7204422348844
"414","Singapore","Asia","Violent offences","Serious assault","Total",2018,7.37805950843549
"415","El Salvador","Americas","Violent offences","Serious assault","Total",2018,92.9681504022326
"416","Serbia","Europe","Violent offences","Serious assault","Total",2018,92.8728682892156
"417","Slovakia","Europe","Violent offences","Serious assault","Total",2018,29.3202583707777
"418","Slovenia","Europe","Violent offences","Serious assault","Total",2018,73.6018963647311
"419","Sweden","Europe","Violent offences","Serious assault","Total",2018,46.3379444294981
"420","Syrian Arab Republic","Asia","Violent offences","Serious assault","Total",2018,0.698271178836404
"421","Thailand","Asia","Violent offences","Serious assault","Total",2018,14.3502255278463
"422","Trinidad and Tobago","Americas","Violent offences","Serious assault","Total",2018,47.9162416121655
"423","Ukraine","Europe","Violent offences","Serious assault","Total",2018,4.65498715615023
"424","Uruguay","Americas","Violent offences","Serious assault","Total",2018,15.4944117988633
"425","United States of America","Americas","Violent offences","Serious assault","Total",2018,244.168696096795
"426","Uzbekistan","Asia","Violent offences","Serious assault","Total",2018,3.60867581135729
"427","Saint Vincent and the Grenadines","Americas","Violent offences","Serious assault","Total",2018,523.363775817934
"428","Venezuela (Bolivarian Republic of)","Americas","Violent offences","Serious assault","Total",2018,6.3032987073242
"429","Kosovo under UNSCR 1244","Europe","Violent offences","Serious assault","Total",2018,17.7781728482855
"430","Albania","Europe","Violent offences","Serious assault","Total",2019,5.49778627112298
"431","Andorra","Europe","Violent offences","Serious assault","Total",2019,327.469447100586
"432","United Arab Emirates","Asia","Violent offences","Serious assault","Total",2019,2.08431555799353
"433","Argentina","Americas","Violent offences","Serious assault","Total",2019,321.142764683481
"434","Armenia","Asia","Violent offences","Serious assault","Total",2019,7.44521914116206
"435","Antigua and Barbuda","Americas","Violent offences","Serious assault","Total",2019,3.25674553418769
"436","Australia","Oceania","Violent offences","Serious assault","Total",2019,285.457722608635
"437","Austria","Europe","Violent offences","Serious assault","Total",2019,43.1872287425365
"438","Azerbaijan","Asia","Violent offences","Serious assault","Total",2019,3.10766809283875
"439","Belgium","Europe","Violent offences","Serious assault","Total",2019,556.201918098221
"440","Bulgaria","Europe","Violent offences","Serious assault","Total",2019,39.2483153568109
"441","Bahamas","Americas","Violent offences","Serious assault","Total",2019,997.387265576915
"442","Bosnia and Herzegovina","Europe","Violent offences","Serious assault","Total",2019,21.5728095713051
"443","Belarus","Europe","Violent offences","Serious assault","Total",2019,7.43231502347898
"444","Belize","Americas","Violent offences","Serious assault","Total",2019,475.719297343836
"445","Bolivia (Plurinational State of)","Americas","Violent offences","Serious assault","Total",2019,69.7187771576119
"446","Brazil","Americas","Violent offences","Serious assault","Total",2019,284.622631296946
"447","Barbados","Americas","Violent offences","Serious assault","Total",2019,274.823818302196
"448","Bhutan","Asia","Violent offences","Serious assault","Total",2019,116.618607638975
"449","Canada","Americas","Violent offences","Serious assault","Total",2019,169.703126796834
"450","Switzerland","Europe","Violent offences","Serious assault","Total",2019,7.42806120955657
"451","Chile","Americas","Violent offences","Serious assault","Total",2019,76.1680226031312
"452","Cameroon","Africa","Violent offences","Serious assault","Total",2019,23.6130613585477
"453","Colombia","Americas","Violent offences","Serious assault","Total",2019,327.046185111735
"454","Costa Rica","Americas","Violent offences","Serious assault","Total",2019,147.073516303959
"455","Cyprus","Asia","Violent offences","Serious assault","Total",2019,14.3224854069335
"456","Czechia","Europe","Violent offences","Serious assault","Total",2019,44.4534245507988
"457","Germany","Europe","Violent offences","Serious assault","Total",2019,160.05649482891
"458","Dominica","Americas","Violent offences","Serious assault","Total",2019,1464.41171529372
"459","Denmark","Europe","Violent offences","Serious assault","Total",2019,33.9551660680228
"460","Dominican Republic","Americas","Violent offences","Serious assault","Total",2019,23.5620985816517
"461","Algeria","Africa","Violent offences","Serious assault","Total",2019,17.3842310085179
"462","Ecuador","Americas","Violent offences","Serious assault","Total",2019,39.6569575156825
"463","Spain","Europe","Violent offences","Serious assault","Total",2019,42.5555190712462
"464","Estonia","Europe","Violent offences","Serious assault","Total",2019,5.8777473759249
"465","Finland","Europe","Violent offences","Serious assault","Total",2019,28.6876643224522
"466","France","Europe","Violent offences","Serious assault","Total",2019,501.136968540519
"467","United Kingdom (England and Wales)","Europe","Violent offences","Serious assault","Total",2019,924.708074584319
"468","United Kingdom (Northern Ireland)","Europe","Violent offences","Serious assault","Total",2019,50.2728304395651
"469","United Kingdom (Scotland)","Europe","Violent offences","Serious assault","Total",2019,70.3970127944649
