"","country","region","indicator","category","sex","year","violence_rate"
"4960","Guyana","Americas","Victims of serious assault","Intimate partner or family member","Female",2016,1.81029176731027
"4961","Croatia","Europe","Victims of serious assault","Intimate partner or family member","Female",2016,3.48965455174928
"4962","Lithuania","Europe","Victims of serious assault","Intimate partner or family member","Female",2016,0.699549299464972
"4963","Latvia","Europe","Victims of serious assault","Intimate partner or family member","Female",2016,2.24787295022085
"4964","Monaco","Europe","Victims of serious assault","Intimate partner or family member","Female",2016,100.616940715439
"4965","Myanmar","Asia","Victims of serious assault","Intimate partner or family member","Female",2016,0.541893831315061
"4966","Mongolia","Asia","Victims of serious assault","Intimate partner or family member","Female",2016,0.918682189770868
"4967","New Zealand","Oceania","Victims of serious assault","Intimate partner or family member","Female",2016,414.413420849141
"4968","Romania","Europe","Victims of serious assault","Intimate partner or family member","Female",2016,0.127327634866655
"4969","Slovakia","Europe","Victims of serious assault","Intimate partner or family member","Female",2016,0.323472455242195
"4970","Slovenia","Europe","Victims of serious assault","Intimate partner or family member","Female",2016,19.9855342799497
"4971","Sweden","Europe","Victims of serious assault","Intimate partner or family member","Female",2016,5.2978158092464
"4972","Venezuela (Bolivarian Republic of)","Americas","Victims of serious assault","Intimate partner or family member","Female",2016,0.13585658254578
"4973","Austria","Europe","Victims of serious assault","Intimate partner or family member","Female",2017,0.872090878130667
"4974","Azerbaijan","Asia","Victims of serious assault","Intimate partner or family member","Female",2017,0.489640288699748
"4975","Bahamas","Americas","Victims of serious assault","Intimate partner or family member","Female",2017,1.92744146601198
"4976","Bolivia (Plurinational State of)","Americas","Victims of serious assault","Intimate partner or family member","Female",2017,0.298927430794343
"4977","Canada","Americas","Victims of serious assault","Intimate partner or family member","Female",2017,8.09819729565834
"4978","Switzerland","Europe","Victims of serious assault","Intimate partner or family member","Female",2017,1.33748501195524
"4979","Colombia","Americas","Victims of serious assault","Intimate partner or family member","Female",2017,207.520498751895
"4980","Germany","Europe","Victims of serious assault","Intimate partner or family member","Female",2017,37.1165020178128
"4981","Dominican Republic","Americas","Victims of serious assault","Intimate partner or family member","Female",2017,0.491789200990085
"4982","Spain","Europe","Victims of serious assault","Intimate partner or family member","Female",2017,5.52471729440055
"4983","Finland","Europe","Victims of serious assault","Intimate partner or family member","Female",2017,4.72707752371328
"4984","France","Europe","Victims of serious assault","Intimate partner or family member","Female",2017,273.555039879052
"4985","Guatemala","Americas","Victims of serious assault","Intimate partner or family member","Female",2017,0.0717077621859872
"4986","Saint Kitts and Nevis","Americas","Victims of serious assault","Intimate partner or family member","Female",2017,28.5539465633286
"4987","Lithuania","Europe","Victims of serious assault","Intimate partner or family member","Female",2017,0.836819545014776
"4988","Latvia","Europe","Victims of serious assault","Intimate partner or family member","Female",2017,3.50389073921678
"4989","Mexico","Americas","Victims of serious assault","Intimate partner or family member","Female",2017,1.96292163807931
"4990","Mongolia","Asia","Victims of serious assault","Intimate partner or family member","Female",2017,0.770499129335984
"4991","New Zealand","Oceania","Victims of serious assault","Intimate partner or family member","Female",2017,387.323637186551
"4992","Oman","Asia","Victims of serious assault","Intimate partner or family member","Female",2017,0
"4993","Romania","Europe","Victims of serious assault","Intimate partner or family member","Female",2017,0.127967605689676
"4994","El Salvador","Americas","Victims of serious assault","Intimate partner or family member","Female",2017,15.7462822295271
"4995","Slovakia","Europe","Victims of serious assault","Intimate partner or family member","Female",2017,0.646236730157032
"4996","Slovenia","Europe","Victims of serious assault","Intimate partner or family member","Female",2017,17.6720075400566
"4997","Sweden","Europe","Victims of serious assault","Intimate partner or family member","Female",2017,4.78949185487041
"4998","Venezuela (Bolivarian Republic of)","Americas","Victims of serious assault","Intimate partner or family member","Female",2017,0.221071149538768
"4999","Albania","Europe","Victims of serious assault","Intimate partner or family member","Female",2018,0.139294778395937
"5000","Austria","Europe","Victims of serious assault","Intimate partner or family member","Female",2018,4.8300468981973
"5001","Azerbaijan","Asia","Victims of serious assault","Intimate partner or family member","Female",2018,0.408232930711985
"5002","Bahamas","Americas","Victims of serious assault","Intimate partner or family member","Female",2018,2.86737666098767
"5003","Bolivia (Plurinational State of)","Americas","Victims of serious assault","Intimate partner or family member","Female",2018,0.173184613932529
"5004","Canada","Americas","Victims of serious assault","Intimate partner or family member","Female",2018,8.56015417717288
"5005","Switzerland","Europe","Victims of serious assault","Intimate partner or family member","Female",2018,1.25800229235973
"5006","Colombia","Americas","Victims of serious assault","Intimate partner or family member","Female",2018,201.808657428251
"5007","Germany","Europe","Victims of serious assault","Intimate partner or family member","Female",2018,38.3292494671546
"5008","Dominican Republic","Americas","Victims of serious assault","Intimate partner or family member","Female",2018,0.317843926292367
"5009","Spain","Europe","Victims of serious assault","Intimate partner or family member","Female",2018,5.43003690957521
"5010","Finland","Europe","Victims of serious assault","Intimate partner or family member","Female",2018,5.51129816123052
"5011","France","Europe","Victims of serious assault","Intimate partner or family member","Female",2018,297.525520274247
"5012","Guatemala","Americas","Victims of serious assault","Intimate partner or family member","Female",2018,0.0117584476215247
"5013","Guyana","Americas","Victims of serious assault","Intimate partner or family member","Female",2018,13.517775875276
"5014","Croatia","Europe","Victims of serious assault","Intimate partner or family member","Female",2018,2.56967078312352
"5015","Saint Kitts and Nevis","Americas","Victims of serious assault","Intimate partner or family member","Female",2018,52.9639437767366
"5016","Lithuania","Europe","Victims of serious assault","Intimate partner or family member","Female",2018,0.846970646603452
"5017","Latvia","Europe","Victims of serious assault","Intimate partner or family member","Female",2018,4.11894754185042
"5018","Mexico","Americas","Victims of serious assault","Intimate partner or family member","Female",2018,0.420030741828926
"5019","Myanmar","Asia","Victims of serious assault","Intimate partner or family member","Female",2018,1.42307140896635
"5020","Mongolia","Asia","Victims of serious assault","Intimate partner or family member","Female",2018,0.942413508429575
"5021","New Zealand","Oceania","Victims of serious assault","Intimate partner or family member","Female",2018,368.032834964871
"5022","Oman","Asia","Victims of serious assault","Intimate partner or family member","Female",2018,0
"5023","Romania","Europe","Victims of serious assault","Intimate partner or family member","Female",2018,0.148320067586488
"5024","El Salvador","Americas","Victims of serious assault","Intimate partner or family member","Female",2018,18.7876971946954
"5025","Slovakia","Europe","Victims of serious assault","Intimate partner or family member","Female",2018,0.394542261035616
"5026","Slovenia","Europe","Victims of serious assault","Intimate partner or family member","Female",2018,22.4894385041961
"5027","Sweden","Europe","Victims of serious assault","Intimate partner or family member","Female",2018,7.86982440404865
"5028","Venezuela (Bolivarian Republic of)","Americas","Victims of serious assault","Intimate partner or family member","Female",2018,0.426055475884661
"5029","Austria","Europe","Victims of serious assault","Intimate partner or family member","Female",2019,5.42997416662086
"5030","Azerbaijan","Asia","Victims of serious assault","Intimate partner or family member","Female",2019,0.443873370261025
"5031","Bahamas","Americas","Victims of serious assault","Intimate partner or family member","Female",2019,133.763082812155
"5032","Bolivia (Plurinational State of)","Americas","Victims of serious assault","Intimate partner or family member","Female",2019,0.272994730007359
"5033","Canada","Americas","Victims of serious assault","Intimate partner or family member","Female",2019,8.6116299479865
"5034","Switzerland","Europe","Victims of serious assault","Intimate partner or family member","Female",2019,1.96651237641916
"5035","Germany","Europe","Victims of serious assault","Intimate partner or family member","Female",2019,38.0039559817856
"5036","Dominican Republic","Americas","Victims of serious assault","Intimate partner or family member","Female",2019,0.868846349514333
"5037","Spain","Europe","Victims of serious assault","Intimate partner or family member","Female",2019,5.25211089495054
"5038","Finland","Europe","Victims of serious assault","Intimate partner or family member","Female",2019,5.18639176644211
"5039","France","Europe","Victims of serious assault","Intimate partner or family member","Female",2019,342.57400670451
"5040","Guatemala","Americas","Victims of serious assault","Intimate partner or family member","Female",2019,0.0115824485597399
"5041","Croatia","Europe","Victims of serious assault","Intimate partner or family member","Female",2019,4.09941891914815
"5042","Saint Kitts and Nevis","Americas","Victims of serious assault","Intimate partner or family member","Female",2019,44.7846266590669
"5043","Lithuania","Europe","Victims of serious assault","Intimate partner or family member","Female",2019,0.922753655093139
"5044","Latvia","Europe","Victims of serious assault","Intimate partner or family member","Female",2019,4.36023696434489
"5045","Mexico","Americas","Victims of serious assault","Intimate partner or family member","Female",2019,12.9362255349073
"5046","Mongolia","Asia","Victims of serious assault","Intimate partner or family member","Female",2019,1.10678304285402
"5047","Romania","Europe","Victims of serious assault","Intimate partner or family member","Female",2019,0.0893449141549247
"5048","El Salvador","Americas","Victims of serious assault","Intimate partner or family member","Female",2019,30.2645118334241
"5049","Slovakia","Europe","Victims of serious assault","Intimate partner or family member","Female",2019,0.429974681657495
"5050","Slovenia","Europe","Victims of serious assault","Intimate partner or family member","Female",2019,1.99084212621939
"5051","Austria","Europe","Victims of serious assault","Intimate partner or family member","Female",2020,5.56915184911311
"5052","Azerbaijan","Asia","Victims of serious assault","Intimate partner or family member","Female",2020,0.249650968741778
"5053","Bahamas","Americas","Victims of serious assault","Intimate partner or family member","Female",2020,118.415496861518
"5054","Bolivia (Plurinational State of)","Americas","Victims of serious assault","Intimate partner or family member","Female",2020,0.0504720227689389
"5055","Canada","Americas","Victims of serious assault","Intimate partner or family member","Female",2020,8.23096518480091
"5056","Switzerland","Europe","Victims of serious assault","Intimate partner or family member","Female",2020,1.88392754782247
"5057","Czechia","Europe","Victims of serious assault","Intimate partner or family member","Female",2020,8.49635321174316
"5058","Germany","Europe","Victims of serious assault","Intimate partner or family member","Female",2020,40.0582590642708
"5059","Dominican Republic","Americas","Victims of serious assault","Intimate partner or family member","Female",2020,0.785792577805344
"5060","Spain","Europe","Victims of serious assault","Intimate partner or family member","Female",2020,5.19231653090319
"5061","Finland","Europe","Victims of serious assault","Intimate partner or family member","Female",2020,4.25235246212994
"5062","France","Europe","Victims of serious assault","Intimate partner or family member","Female",2020,377.406521691349
"5063","Guatemala","Americas","Victims of serious assault","Intimate partner or family member","Female",2020,0.0228194841883794
"5064","Croatia","Europe","Victims of serious assault","Intimate partner or family member","Female",2020,4.32670934735631
"5065","Saint Kitts and Nevis","Americas","Victims of serious assault","Intimate partner or family member","Female",2020,56.9788974583342
"5066","Lithuania","Europe","Victims of serious assault","Intimate partner or family member","Female",2020,0.600373031777077
"5067","Latvia","Europe","Victims of serious assault","Intimate partner or family member","Female",2020,4.01983642207106
"5068","Morocco","Africa","Victims of serious assault","Intimate partner or family member","Female",2020,26.2438140365534
"5069","Mexico","Americas","Victims of serious assault","Intimate partner or family member","Female",2020,5.14664834967015
"5070","Mongolia","Asia","Victims of serious assault","Intimate partner or family member","Female",2020,1.14579243909661
"5071","Oman","Asia","Victims of serious assault","Intimate partner or family member","Female",2020,0.174153931176688
"5072","Panama","Americas","Victims of serious assault","Intimate partner or family member","Female",2020,0.18643446875032
"5073","Romania","Europe","Victims of serious assault","Intimate partner or family member","Female",2020,0.099639375209305
"5074","El Salvador","Americas","Victims of serious assault","Intimate partner or family member","Female",2020,25.308765420822
"5075","Slovakia","Europe","Victims of serious assault","Intimate partner or family member","Female",2020,0.716329812572305
"5076","Slovenia","Europe","Victims of serious assault","Intimate partner or family member","Female",2020,1.51709960896758
"5077","Austria","Europe","Victims of serious assault","Intimate partner or family member","Female",2021,5.34101733579462
"5078","Belize","Americas","Victims of serious assault","Intimate partner or family member","Female",2021,14.0844716185321
"5079","Bolivia (Plurinational State of)","Americas","Victims of serious assault","Intimate partner or family member","Female",2021,0.0830437183655335
"5080","Canada","Americas","Victims of serious assault","Intimate partner or family member","Female",2021,8.5595180329717
"5081","Switzerland","Europe","Victims of serious assault","Intimate partner or family member","Female",2021,1.62196107887368
"5082","Czechia","Europe","Victims of serious assault","Intimate partner or family member","Female",2021,6.39256497826715
"5083","Germany","Europe","Victims of serious assault","Intimate partner or family member","Female",2021,38.6396129894986
"5084","Dominican Republic","Americas","Victims of serious assault","Intimate partner or family member","Female",2021,1.01162465112498
"5085","Spain","Europe","Victims of serious assault","Intimate partner or family member","Female",2021,5.57087810873272
"5086","Finland","Europe","Victims of serious assault","Intimate partner or family member","Female",2021,4.78406207570457
"5087","France","Europe","Victims of serious assault","Intimate partner or family member","Female",2021,430.642796768787
"5088","Croatia","Europe","Victims of serious assault","Intimate partner or family member","Female",2021,4.41609821402428
"5089","Saint Kitts and Nevis","Americas","Victims of serious assault","Intimate partner or family member","Female",2021,134.192708862818
"5090","Lithuania","Europe","Victims of serious assault","Intimate partner or family member","Female",2021,0.811406756178355
"5091","Latvia","Europe","Victims of serious assault","Intimate partner or family member","Female",2021,4.6723351038501
"5092","Mexico","Americas","Victims of serious assault","Intimate partner or family member","Female",2021,9.96160295514807
"5093","Romania","Europe","Victims of serious assault","Intimate partner or family member","Female",2021,0.0600986760161509
"5094","El Salvador","Americas","Victims of serious assault","Intimate partner or family member","Female",2021,26.1226385316175
"5095","Slovakia","Europe","Victims of serious assault","Intimate partner or family member","Female",2021,0.251099727126339
"5096","Slovenia","Europe","Victims of serious assault","Intimate partner or family member","Female",2021,1.13826397669594
"5097","Austria","Europe","Victims of serious assault","Intimate partner or family member","Female",2022,6.10345914097669
"5098","Bolivia (Plurinational State of)","Americas","Victims of serious assault","Intimate partner or family member","Female",2022,0.0491985030863451
"5099","Canada","Americas","Victims of serious assault","Intimate partner or family member","Female",2022,8.26612454537284
"5100","Switzerland","Europe","Victims of serious assault","Intimate partner or family member","Female",2022,1.81816652905419
"5101","Czechia","Europe","Victims of serious assault","Intimate partner or family member","Female",2022,5.87847078625392
"5102","Germany","Europe","Victims of serious assault","Intimate partner or family member","Female",2022,41.1758038474681
"5103","Dominican Republic","Americas","Victims of serious assault","Intimate partner or family member","Female",2022,0.411113690005442
"5104","Spain","Europe","Victims of serious assault","Intimate partner or family member","Female",2022,8.95686077700149
"5105","Finland","Europe","Victims of serious assault","Intimate partner or family member","Female",2022,4.35257187942448
"5106","France","Europe","Victims of serious assault","Intimate partner or family member","Female",2022,492.579351950926
"5107","Honduras","Americas","Victims of serious assault","Intimate partner or family member","Female",2022,1.06475542422712
"5108","Croatia","Europe","Victims of serious assault","Intimate partner or family member","Female",2022,3.53114603828391
"5109","Ireland","Europe","Victims of serious assault","Intimate partner or family member","Female",2022,46.1395340025473
"5110","Saint Kitts and Nevis","Americas","Victims of serious assault","Intimate partner or family member","Female",2022,44.6310835209867
"5111","Lithuania","Europe","Victims of serious assault","Intimate partner or family member","Female",2022,0.479979539157931
"5112","Latvia","Europe","Victims of serious assault","Intimate partner or family member","Female",2022,4.03131728835458
"5113","Morocco","Africa","Victims of serious assault","Intimate partner or family member","Female",2022,38.6980212008722
"5114","Mexico","Americas","Victims of serious assault","Intimate partner or family member","Female",2022,16.7970283989671
"5115","Myanmar","Asia","Victims of serious assault","Intimate partner or family member","Female",2022,0.543782970631623
"5116","Romania","Europe","Victims of serious assault","Intimate partner or family member","Female",2022,0.0886718508500059
"5117","El Salvador","Americas","Victims of serious assault","Intimate partner or family member","Female",2022,16.265763294287
"5118","Slovakia","Europe","Victims of serious assault","Intimate partner or family member","Female",2022,0.277208681829404
"5119","Slovenia","Europe","Victims of serious assault","Intimate partner or family member","Female",2022,0.663992043478199
"5120","Antigua and Barbuda","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2015,18.6684712855576
"5121","Austria","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2015,17.6328583949283
"5122","Canada","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2015,62.7901619571037
"5123","Switzerland","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2015,2.39171159667738
"5124","Colombia","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2015,238.819640832517
"5125","Czechia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2015,18.0008638867867
"5126","Germany","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2015,74.2345019865773
"5127","Honduras","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2015,0.255357669912334
"5128","Lithuania","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2015,1.74909010874968
"5129","Myanmar","Asia","Victims of serious assault","Other Perpetrator known to the victim","Male",2015,10.640522036786
"5130","Mongolia","Asia","Victims of serious assault","Other Perpetrator known to the victim","Male",2015,9.56813120147227
"5131","New Zealand","Oceania","Victims of serious assault","Other Perpetrator known to the victim","Male",2015,127.646987237966
"5132","Slovakia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2015,1.32361472373892
"5133","Sweden","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2015,27.2338057712551
"5134","Venezuela (Bolivarian Republic of)","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2015,0.0065838904840924
"5135","Antigua and Barbuda","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,23.1607471657036
"5136","Austria","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,6.24349150955045
"5137","Canada","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,64.3664505808913
"5138","Switzerland","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,2.50761990944116
"5139","Colombia","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,241.611020204255
"5140","Czechia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,16.1300479806146
"5141","Germany","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,90.4612773724633
"5142","Spain","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,15.423114001663
"5143","Guyana","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,7.51861528588192
"5144","Honduras","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,0.0418179518194468
"5145","Croatia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,0.439907208906068
"5146","Lithuania","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,2.05695865439642
"5147","Latvia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,8.72157209096931
"5148","Myanmar","Asia","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,11.1740299310944
"5149","Mongolia","Asia","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,7.30589725384606
"5150","New Zealand","Oceania","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,125.150822226507
"5151","Slovakia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,0.0377515765058349
"5152","Sweden","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,29.9257948525628
"5153","Venezuela (Bolivarian Republic of)","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2016,0
"5154","Antigua and Barbuda","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,27.6112792075563
"5155","Austria","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,4.13826330729079
"5156","Bahamas","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,7.83326631538819
"5157","Bolivia (Plurinational State of)","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,0.0347914729578927
"5158","Canada","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,13.2063095072806
"5159","Switzerland","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,2.72079099599566
"5160","Colombia","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,219.090847747589
"5161","Germany","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,89.2104813505948
"5162","Dominican Republic","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,0.335794144757498
"5163","Spain","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,4.62492007573668
"5164","Saint Kitts and Nevis","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,0
"5165","Lithuania","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,2.51674933694758
"5166","Latvia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,8.78858285213988
"5167","Mexico","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,2.30347235401586
"5168","Mongolia","Asia","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,8.12427937641931
"5169","New Zealand","Oceania","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,116.26108133519
"5170","Oman","Asia","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,2.02639993839744
"5171","El Salvador","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,0.60206890946255
"5172","Slovakia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,1.5824811797774
"5173","Sweden","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,27.8569192545599
"5174","Venezuela (Bolivarian Republic of)","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2017,0.00658597963483377
"5175","Albania","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,0.971406645392861
"5176","Antigua and Barbuda","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,11.4375907858769
"5177","Austria","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,18.8140999028705
"5178","Bahamas","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,7.78589818121419
"5179","Bolivia (Plurinational State of)","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,0.0171446568419782
"5180","Canada","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,13.3164915150187
"5181","Switzerland","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,2.58176680487409
"5182","Colombia","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,216.349023912033
"5183","Germany","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,86.2431754820842
"5184","Dominican Republic","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,0.313827189027715
"5185","Spain","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,4.43704104629089
"5186","Guyana","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,55.4346699823852
"5187","Croatia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,4.55415559272583
"5188","Saint Kitts and Nevis","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,0
"5189","Lithuania","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,2.38584122524876
"5190","Latvia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,10.0933636134242
"5191","Mexico","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,0.3872445660689
"5192","Myanmar","Asia","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,10.9166599318686
"5193","Mongolia","Asia","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,5.53317552123149
"5194","New Zealand","Oceania","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,108.953667211785
"5195","Oman","Asia","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,1.75003567380412
"5196","El Salvador","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,0.534709497342995
"5197","Slovakia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,1.39165495983947
"5198","Sweden","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,26.131213166057
"5199","Venezuela (Bolivarian Republic of)","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2018,0.0270194780039496
"5200","Antigua and Barbuda","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,34.1211528400173
"5201","Austria","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,24.1990060321231
"5202","Bahamas","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,195.626533977851
"5203","Bolivia (Plurinational State of)","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,0.0169021816660007
"5204","Canada","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,12.7942805220839
"5205","Switzerland","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,3.08002227020683
"5206","Germany","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,81.7237305959158
"5207","Dominican Republic","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,0.0182734812864019
"5208","Spain","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,4.41502288583383
"5209","Greece","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,0.0192969689671934
"5210","Guyana","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,272.134127248798
"5211","Croatia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,7.17310087173101
"5212","Saint Kitts and Nevis","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,0
"5213","Lithuania","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,2.10228360556655
"5214","Latvia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,16.5064728550489
"5215","Mexico","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,2.60838744634113
"5216","Mongolia","Asia","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,4.66971131844629
"5217","El Salvador","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,0
"5218","Slovakia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,0.938768980970026
"5219","Slovenia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2019,2.36278816564468
"5220","Antigua and Barbuda","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,11.3031388816674
"5221","Austria","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,20.4204933226128
"5222","Bahamas","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,176.344174472767
"5223","Bolivia (Plurinational State of)","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,0.0166881498782766
"5224","Canada","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,11.7174996874094
"5225","Switzerland","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,3.45309909811118
"5226","Czechia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,8.88677268464391
"5227","Germany","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,81.5118960938086
"5228","Dominican Republic","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,0
"5229","Spain","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,4.54922657332481
"5230","Guyana","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,255.963395695557
"5231","Croatia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,7.77466512510941
"5232","Saint Kitts and Nevis","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,34.6740638002774
"5233","Lithuania","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,2.49773122746838
"5234","Latvia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,16.9876070276248
"5235","Morocco","Africa","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,9.07174014379249
"5236","Mexico","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,0.60889027539068
"5237","Mongolia","Asia","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,5.86762993591448
"5238","Oman","Asia","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,0.709022488420777
"5239","El Salvador","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,0.0667238044845736
"5240","Slovakia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,1.01325829717815
"5241","Slovenia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2020,2.82220928187003
"5242","Austria","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,21.7484823316924
"5243","Belize","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,0.496942560894099
"5244","Bolivia (Plurinational State of)","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,0
"5245","Canada","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,12.5527386436481
